old_ministry,new_ministry,reason,news_item_id,title,old_path,new_path
탈원,산업통상자원부,inferred,156376045,(설명자료)전기차 충전요금 할인특례 개편은 탈원전 정책과 무관함(조선일보 2.18일자 보도에 대한 설명),data/2020/2020-02/2020-02-18/048_탈원_설명자료_전기차_충전요금_할인특례_개편은_탈원전_정책과_무관함_조선일보_2_18일자_보도에_대한_설명.md,data/2020/2020-02/2020-02-18/048_산업통상자원부_설명자료_전기차_충전요금_할인특례_개편은_탈원전_정책과_무관함_조선일보_2_18일자_보도에_대한_설명.md
개실,환경부,inferred,156377458,환경시험·검사기관 98.8% '숙련도 적합' 판정,data/2020/2020-02/2020-02-27/008_개실_환경시험_검사기관_98_8_숙련도_적합_판정.md,data/2020/2020-02/2020-02-27/008_환경부_환경시험_검사기관_98_8_숙련도_적합_판정.md
남부,환경부,inferred,156380480,아프리카돼지열병! 경기 남부로의 확산 차단한다.,data/2020/2020-03/2020-03-17/040_남부_아프리카돼지열병_경기_남부로의_확산_차단한다.md,data/2020/2020-03/2020-03-17/040_환경부_아프리카돼지열병_경기_남부로의_확산_차단한다.md
기부,환경부,inferred,156381097,물 환경 개선 정책 정보 익히고 기부도 해요,data/2020/2020-03/2020-03-20/006_기부_물_환경_개선_정책_정보_익히고_기부도_해요.md,data/2020/2020-03/2020-03-20/006_환경부_물_환경_개선_정책_정보_익히고_기부도_해요.md
철원,환경부,inferred,156381596,"(공동-참고)멧돼지 6개체에서 아프리카돼지열병 바이러스 검출, 누적 421건",data/2020/2020-03/2020-03-23/082_철원_공동_참고_멧돼지_6개체에서_아프리카돼지열병_바이러스_검출_누적_421건.md,data/2020/2020-03/2020-03-23/082_환경부_공동_참고_멧돼지_6개체에서_아프리카돼지열병_바이러스_검출_누적_421건.md
부부,여성가족부,inferred,156382216,"10명 중 9명, 가정폭력 목격하면 '신고하는 것이 당연'",data/2020/2020-03/2020-03-26/061_부부_10명_중_9명_가정폭력_목격하면_신고하는_것이_당연.md,data/2020/2020-03/2020-03-26/061_여성가족부_10명_중_9명_가정폭력_목격하면_신고하는_것이_당연.md
탈원,산업통상자원부,inferred,156384111,"(설명자료)2018년 7월 13일 ‘탈원전-한수원 적자 무관하단 논리 개발하라’, ‘탈원전-한수원 적자 인과관계 조직적 은폐’ 보도는 사실이 아님(문화일보, 4.6일자 보도에 대한 설명)",data/2020/2020-04/2020-04-06/075_탈원_설명자료_2018년_7월_13일_탈원전_한수원_적자_무관하단_논리_개발하라_탈원전_한수원_적자_인과관계_조직적_은폐_보도는_사실이_아님_문화일보.md,data/2020/2020-04/2020-04-06/075_산업통상자원부_설명자료_2018년_7월_13일_탈원전_한수원_적자_무관하단_논리_개발하라_탈원전_한수원_적자_인과관계_조직적_은폐_보도는_사실이_아님_문화일보.md
것처,산업통상자원부,inferred,156384350,"(설명자료)지난 보도설명자료(‘20.4.6)에서 밝힌 것처럼, ‘탈원전-한수원 적자 무관하단 논리 개발하라’ 보도는 사실이 아님(중앙일보, 한국경제, 조선일보, 4.7일자 보도에 대한 설명)",data/2020/2020-04/2020-04-07/072_것처_설명자료_지난_보도설명자료_20_4_6_에서_밝힌_것처럼_탈원전_한수원_적자_무관하단_논리_개발하라_보도는_사실이_아님_중앙일보_한국경제_조선일.md,data/2020/2020-04/2020-04-07/072_산업통상자원부_설명자료_지난_보도설명자료_20_4_6_에서_밝힌_것처럼_탈원전_한수원_적자_무관하단_논리_개발하라_보도는_사실이_아님_중앙일보_한국경제_조선일.md
철원,환경부,inferred,156384886,"(공동-참고)멧돼지 폐사체 10개체에서 아프리카돼지열병 바이러스 검출, 전국 누적 506건",data/2020/2020-04/2020-04-08/079_철원_공동_참고_멧돼지_폐사체_10개체에서_아프리카돼지열병_바이러스_검출_전국_누적_506건.md,data/2020/2020-04/2020-04-08/079_환경부_공동_참고_멧돼지_폐사체_10개체에서_아프리카돼지열병_바이러스_검출_전국_누적_506건.md
납부,산업통상자원부,inferred,156384747,(참고자료)전국 소상공인 및 취약계층 가구 대상 도시가스요금 납부유예 실시,data/2020/2020-04/2020-04-09/062_납부_참고자료_전국_소상공인_및_취약계층_가구_대상_도시가스요금_납부유예_실시.md,data/2020/2020-04/2020-04-09/062_산업통상자원부_참고자료_전국_소상공인_및_취약계층_가구_대상_도시가스요금_납부유예_실시.md
초원,환경부,inferred,156385066,"희귀 맹금류 초원수리, 위치추적기로 이동경로 최초 확인",data/2020/2020-04/2020-04-10/060_초원_희귀_맹금류_초원수리_위치추적기로_이동경로_최초_확인.md,data/2020/2020-04/2020-04-10/060_환경부_희귀_맹금류_초원수리_위치추적기로_이동경로_최초_확인.md
동부,환경부,inferred,156385060,위해 우려 외래생물 100종 '유입주의 생물'로 새로 지정,data/2020/2020-04/2020-04-10/062_동부_위해_우려_외래생물_100종_유입주의_생물_로_새로_지정.md,data/2020/2020-04/2020-04-10/062_환경부_위해_우려_외래생물_100종_유입주의_생물_로_새로_지정.md
철원,환경부,inferred,156385040,"(공동-참고)멧돼지 폐사체 12개체에서 아프리카돼지열병 바이러스 검출, 전국 누적 518건",data/2020/2020-04/2020-04-11/001_철원_공동_참고_멧돼지_폐사체_12개체에서_아프리카돼지열병_바이러스_검출_전국_누적_518건.md,data/2020/2020-04/2020-04-11/001_환경부_공동_참고_멧돼지_폐사체_12개체에서_아프리카돼지열병_바이러스_검출_전국_누적_518건.md
일원,환경부,inferred,156385528,물관리 일원화 이후 국내 물산업 통계조사 첫 공개,data/2020/2020-04/2020-04-14/057_일원_물관리_일원화_이후_국내_물산업_통계조사_첫_공개.md,data/2020/2020-04/2020-04-14/057_환경부_물관리_일원화_이후_국내_물산업_통계조사_첫_공개.md
철원,환경부,inferred,156385976,"(공동-참고)파주시, 연천군, 철원군, 양구군에서 발견된 멧돼지 폐사체 5개체에서 아프리카돼지열병 바이러스 검출, 누적 544건",data/2020/2020-04/2020-04-17/072_철원_공동_참고_파주시_연천군_철원군_양구군에서_발견된_멧돼지_폐사체_5개체에서_아프리카돼지열병_바이러스_검출_누적_544건.md,data/2020/2020-04/2020-04-17/072_환경부_공동_참고_파주시_연천군_철원군_양구군에서_발견된_멧돼지_폐사체_5개체에서_아프리카돼지열병_바이러스_검출_누적_544건.md
외부,환경부,inferred,156386470,배출권거래제 보완…배출권거래법 시행령 개정안 입법예고,data/2020/2020-04/2020-04-21/058_외부_배출권거래제_보완_배출권거래법_시행령_개정안_입법예고.md,data/2020/2020-04/2020-04-21/058_환경부_배출권거래제_보완_배출권거래법_시행령_개정안_입법예고.md
정원,교육부,inferred,156387114,(공동-보도)제4차 사회관계장관회의 겸 제2차 사람투자인재양성협의회 개최,data/2020/2020-04/2020-04-23/118_정원_공동_보도_제4차_사회관계장관회의_겸_제2차_사람투자인재양성협의회_개최.md,data/2020/2020-04/2020-04-23/118_교육부_공동_보도_제4차_사회관계장관회의_겸_제2차_사람투자인재양성협의회_개최.md
범부,산업통상자원부,inferred,156387773,자율차 초일류 국가 달성을 위한 범부처 협력자율주행 기술개발 프로젝트 본격 착수,data/2020/2020-04/2020-04-28/090_범부_자율차_초일류_국가_달성을_위한_범부처_협력자율주행_기술개발_프로젝트_본격_착수.md,data/2020/2020-04/2020-04-28/090_산업통상자원부_자율차_초일류_국가_달성을_위한_범부처_협력자율주행_기술개발_프로젝트_본격_착수.md
응원,여성가족부,inferred,156388745,"'세상모든가족, 함께 응원해요!'",data/2020/2020-05/2020-05-05/012_응원_세상모든가족_함께_응원해요.md,data/2020/2020-05/2020-05-05/012_여성가족부_세상모든가족_함께_응원해요.md
차원,통상교섭본부,inferred,156389873,WTO 차원의 코로나19 위기 대응 「글로벌 무역 가이드라인」 작업 제안,data/2020/2020-05/2020-05-13/023_차원_WTO_차원의_코로나19_위기_대응_글로벌_무역_가이드라인_작업_제안.md,data/2020/2020-05/2020-05-13/023_통상교섭본부_WTO_차원의_코로나19_위기_대응_글로벌_무역_가이드라인_작업_제안.md
할부,미분류,fallback-unclassified,156390425,2020년 4월 자동차산업 월간 동향,data/2020/2020-05/2020-05-15/056_할부_2020년_4월_자동차산업_월간_동향.md,data/2020/2020-05/2020-05-15/056_미분류_2020년_4월_자동차산업_월간_동향.md
범부,방송통신위원회,inferred,156390780,(해명자료)5.18일자 중앙일보 기사에 대한 방통위 입장입니다.,data/2020/2020-05/2020-05-18/086_범부_해명자료_5_18일자_중앙일보_기사에_대한_방통위_입장입니다.md,data/2020/2020-05/2020-05-18/086_방송통신위원회_해명자료_5_18일자_중앙일보_기사에_대한_방통위_입장입니다.md
옴부,환경부,inferred,156391438,녹색산업 혁신성장을 이끌 신임 옴부즈만 위촉,data/2020/2020-05/2020-05-21/077_옴부_녹색산업_혁신성장을_이끌_신임_옴부즈만_위촉.md,data/2020/2020-05/2020-05-21/077_환경부_녹색산업_혁신성장을_이끌_신임_옴부즈만_위촉.md
납부,산업통상자원부,inferred,156391669,(설명자료)소상공인·취약계층 전기료 납부 한시적 유예 연장은 결정된바 없음(헤럴드경제 5.22일자 보도에 대한 설명),data/2020/2020-05/2020-05-22/057_납부_설명자료_소상공인_취약계층_전기료_납부_한시적_유예_연장은_결정된바_없음_헤럴드경제_5_22일자_보도에_대한_설명.md,data/2020/2020-05/2020-05-22/057_산업통상자원부_설명자료_소상공인_취약계층_전기료_납부_한시적_유예_연장은_결정된바_없음_헤럴드경제_5_22일자_보도에_대한_설명.md
본부,통상교섭본부,inferred,156392615,"“유명희 본부장, 3대 다자무역체제 재편방향 제시”",data/2020/2020-05/2020-05-28/053_본부_유명희_본부장_3대_다자무역체제_재편방향_제시.md,data/2020/2020-05/2020-05-28/053_통상교섭본부_유명희_본부장_3대_다자무역체제_재편방향_제시.md
외부,미분류,fallback-unclassified,156392617,’20년 4월 주요 유통업체 매출 전년동월 대비 3.9% 증가,data/2020/2020-05/2020-05-28/056_외부_20년_4월_주요_유통업체_매출_전년동월_대비_3_9_증가.md,data/2020/2020-05/2020-05-28/056_미분류_20년_4월_주요_유통업체_매출_전년동월_대비_3_9_증가.md
응원,여성가족부,inferred,156393077,"달라 보여도 모두 같은 가족, 함께 응원해요!",data/2020/2020-05/2020-05-31/016_응원_달라_보여도_모두_같은_가족_함께_응원해요.md,data/2020/2020-05/2020-05-31/016_여성가족부_달라_보여도_모두_같은_가족_함께_응원해요.md
공원,환경부,inferred,156394254,지리산 천은사 입장료 폐지 1년…상생의 길 1단계 개방,data/2020/2020-06/2020-06-07/004_공원_지리산_천은사_입장료_폐지_1년_상생의_길_1단계_개방.md,data/2020/2020-06/2020-06-07/004_환경부_지리산_천은사_입장료_폐지_1년_상생의_길_1단계_개방.md
경청,수자원,inferred,156394435,"국가물관리위원회, 통합물관리 1주년을 계기로 국민의 의견 경청…학회·시민단체 간담회 개최",data/2020/2020-06/2020-06-08/073_경청_국가물관리위원회_통합물관리_1주년을_계기로_국민의_의견_경청_학회_시민단체_간담회_개최.md,data/2020/2020-06/2020-06-08/073_수자원_국가물관리위원회_통합물관리_1주년을_계기로_국민의_의견_경청_학회_시민단체_간담회_개최.md
외부,환경부,inferred,156394606,"영풍 석포제련소 특별점검, 11건의 법령 위반사항 등 적발",data/2020/2020-06/2020-06-09/045_외부_영풍_석포제련소_특별점검_11건의_법령_위반사항_등_적발.md,data/2020/2020-06/2020-06-09/045_환경부_영풍_석포제련소_특별점검_11건의_법령_위반사항_등_적발.md
범부,산업통상자원부,inferred,156394604,포스트 코로나 시대 표준화 범부처 협업 강화,data/2020/2020-06/2020-06-09/050_범부_포스트_코로나_시대_표준화_범부처_협업_강화.md,data/2020/2020-06/2020-06-09/050_산업통상자원부_포스트_코로나_시대_표준화_범부처_협업_강화.md
범부,식품의약품안전처,inferred,156395828,K-바이오 육성 위한 의료기기 개발 본격 착수,data/2020/2020-06/2020-06-16/023_범부_K_바이오_육성_위한_의료기기_개발_본격_착수.md,data/2020/2020-06/2020-06-16/023_식품의약품안전처_K_바이오_육성_위한_의료기기_개발_본격_착수.md
남부,환경부,inferred,156396855,희귀 나그네새 잿빛쇠찌르레기 국내 첫 번식 확인,data/2020/2020-06/2020-06-22/052_남부_희귀_나그네새_잿빛쇠찌르레기_국내_첫_번식_확인.md,data/2020/2020-06/2020-06-22/052_환경부_희귀_나그네새_잿빛쇠찌르레기_국내_첫_번식_확인.md
반부,방송통신위원회,inferred,156397363,가족 또는 지인 사칭해 개인정보와 돈을 요구하는 메신저 피싱 근절 위해 관계기관 힘 모아,data/2020/2020-06/2020-06-24/053_반부_가족_또는_지인_사칭해_개인정보와_돈을_요구하는_메신저_피싱_근절_위해_관계기관_힘_모아.md,data/2020/2020-06/2020-06-24/053_방송통신위원회_가족_또는_지인_사칭해_개인정보와_돈을_요구하는_메신저_피싱_근절_위해_관계기관_힘_모아.md
동부,환경부,inferred,156397407,"여름철새 뻐꾸기, 아프리카까지 날아간다",data/2020/2020-06/2020-06-24/085_동부_여름철새_뻐꾸기_아프리카까지_날아간다.md,data/2020/2020-06/2020-06-24/085_환경부_여름철새_뻐꾸기_아프리카까지_날아간다.md
외부,환경부,inferred,156398270,"매립장 침출수 재순환, 국내 첫 도입…환경·경제 일석이조",data/2020/2020-06/2020-06-29/083_외부_매립장_침출수_재순환_국내_첫_도입_환경_경제_일석이조.md,data/2020/2020-06/2020-06-29/083_환경부_매립장_침출수_재순환_국내_첫_도입_환경_경제_일석이조.md
부실,환경부,inferred,156398402,자동차사 결함시정 계획 부실제출 막는다,data/2020/2020-06/2020-06-30/015_부실_자동차사_결함시정_계획_부실제출_막는다.md,data/2020/2020-06/2020-06-30/015_환경부_자동차사_결함시정_계획_부실제출_막는다.md
시원,환경부,inferred,156399231,"시원하고 안전한 여름나기, 폭염 대응 위해 취약계층 지원",data/2020/2020-07/2020-07-03/016_시원_시원하고_안전한_여름나기_폭염_대응_위해_취약계층_지원.md,data/2020/2020-07/2020-07-03/016_환경부_시원하고_안전한_여름나기_폭염_대응_위해_취약계층_지원.md
탈원,산업통상자원부,inferred,156399299,"(설명자료)금번 시행령 개정안은 에너지전환로드맵 (17.10월 국무회의 의결)에 따른 것으로 이로 인한 전기요금 인상은 발생하지 않음 (7.3일자 조선일보, 중앙일보, 머니투데이)",data/2020/2020-07/2020-07-03/030_탈원_설명자료_금번_시행령_개정안은_에너지전환로드맵_17_10월_국무회의_의결_에_따른_것으로_이로_인한_전기요금_인상은_발생하지_않음_7_3일자_조.md,data/2020/2020-07/2020-07-03/030_산업통상자원부_설명자료_금번_시행령_개정안은_에너지전환로드맵_17_10월_국무회의_의결_에_따른_것으로_이로_인한_전기요금_인상은_발생하지_않음_7_3일자_조.md
탈원,산업통상자원부,inferred,156399578,"(설명자료)금번 신재생법 시행령 개정은 법률에서 위임받은 범위 내에서 추진중이며, 개정에 따른 ‘21~’22년의 추가 이행비용을 ‘18년 REC 기준가격으로 산정하는 것은 적절치 않음(서울경제 7.6일자 보도에 대한 설명)",data/2020/2020-07/2020-07-06/061_탈원_설명자료_금번_신재생법_시행령_개정은_법률에서_위임받은_범위_내에서_추진중이며_개정에_따른_21_22년의_추가_이행비용을_18년_REC_기준가격.md,data/2020/2020-07/2020-07-06/061_산업통상자원부_설명자료_금번_신재생법_시행령_개정은_법률에서_위임받은_범위_내에서_추진중이며_개정에_따른_21_22년의_추가_이행비용을_18년_REC_기준가격.md
차원,환경부,inferred,156399633,그린뉴딜을 통해 댐 안전관리 강화한다,data/2020/2020-07/2020-07-06/083_차원_그린뉴딜을_통해_댐_안전관리_강화한다.md,data/2020/2020-07/2020-07-06/083_환경부_그린뉴딜을_통해_댐_안전관리_강화한다.md
대청,환경부,inferred,156401612,"(참고)집중호우로 유입된 부유쓰레기, 신속하게 모두 처리한다",data/2020/2020-07/2020-07-17/028_대청_참고_집중호우로_유입된_부유쓰레기_신속하게_모두_처리한다.md,data/2020/2020-07/2020-07-17/028_환경부_참고_집중호우로_유입된_부유쓰레기_신속하게_모두_처리한다.md
기원,환경부,inferred,156402306,"제주도 멸종위기종 피뿌리풀, 고려말 몽골에서 왔다",data/2020/2020-07/2020-07-22/054_기원_제주도_멸종위기종_피뿌리풀_고려말_몽골에서_왔다.md,data/2020/2020-07/2020-07-22/054_환경부_제주도_멸종위기종_피뿌리풀_고려말_몽골에서_왔다.md
민원,환경부,inferred,156402678,(참고)인천 외 지역 유충 민원사례 49건은 수돗물 공급계통과 무관,data/2020/2020-07/2020-07-22/117_민원_참고_인천_외_지역_유충_민원사례_49건은_수돗물_공급계통과_무관.md,data/2020/2020-07/2020-07-22/117_환경부_참고_인천_외_지역_유충_민원사례_49건은_수돗물_공급계통과_무관.md
공원,산업통상자원부,inferred,156402987,야외 운동기구의 안전관리를 강화한다,data/2020/2020-07/2020-07-27/021_공원_야외_운동기구의_안전관리를_강화한다.md,data/2020/2020-07/2020-07-27/021_산업통상자원부_야외_운동기구의_안전관리를_강화한다.md
충청,산업통상자원부,inferred,156403309,세계 최초 부생수소 발전소 준공식 참석,data/2020/2020-07/2020-07-28/067_충청_세계_최초_부생수소_발전소_준공식_참석.md,data/2020/2020-07/2020-07-28/067_산업통상자원부_세계_최초_부생수소_발전소_준공식_참석.md
초부,여성가족부,inferred,156403471,"방학기간, 코로나19 방역 위한 피시방 등 청소년 출입 점검·지도 추진",data/2020/2020-07/2020-07-29/042_초부_방학기간_코로나19_방역_위한_피시방_등_청소년_출입_점검_지도_추진.md,data/2020/2020-07/2020-07-29/042_여성가족부_방학기간_코로나19_방역_위한_피시방_등_청소년_출입_점검_지도_추진.md
외부,환경부,inferred,156403773,(참고)인천 외 지역 유충 발생 민원 312건은 외부 유입사례,data/2020/2020-07/2020-07-30/093_외부_참고_인천_외_지역_유충_발생_민원_312건은_외부_유입사례.md,data/2020/2020-07/2020-07-30/093_환경부_참고_인천_외_지역_유충_발생_민원_312건은_외부_유입사례.md
대처,환경부,inferred,156404110,"(공동-참고)정세균 국무총리, 한강홍수통제소 현장점검",data/2020/2020-08/2020-08-01/013_대처_공동_참고_정세균_국무총리_한강홍수통제소_현장점검.md,data/2020/2020-08/2020-08-01/013_환경부_공동_참고_정세균_국무총리_한강홍수통제소_현장점검.md
외부,방송통신위원회,inferred,156404750,(설명자료) 8.5일자 조선일보 기사에 대한 방통위 입장입니다.,data/2020/2020-08/2020-08-05/069_외부_설명자료_8_5일자_조선일보_기사에_대한_방통위_입장입니다.md,data/2020/2020-08/2020-08-05/069_방송통신위원회_설명자료_8_5일자_조선일보_기사에_대한_방통위_입장입니다.md
소원,여성가족부,inferred,156405257,2020년 나다움어린이책 출판기념회 개최,data/2020/2020-08/2020-08-09/016_소원_2020년_나다움어린이책_출판기념회_개최.md,data/2020/2020-08/2020-08-09/016_여성가족부_2020년_나다움어린이책_출판기념회_개최.md
전부,환경부,inferred,156405517,온실가스 배출권의 할당 및 거래에 관한 법률 시행령 전부 개정,data/2020/2020-08/2020-08-11/026_전부_온실가스_배출권의_할당_및_거래에_관한_법률_시행령_전부_개정.md,data/2020/2020-08/2020-08-11/026_환경부_온실가스_배출권의_할당_및_거래에_관한_법률_시행령_전부_개정.md
응원,산업통상자원부,inferred,156405780,"수소경제 서포터즈, 수소 안전성 알리미 역할 ‘톡톡’",data/2020/2020-08/2020-08-12/047_응원_수소경제_서포터즈_수소_안전성_알리미_역할_톡톡.md,data/2020/2020-08/2020-08-12/047_산업통상자원부_수소경제_서포터즈_수소_안전성_알리미_역할_톡톡.md
충청,수자원,inferred,156405902,(참고)최근 충청·영남·호남 지역 홍수기 다목적댐 운영에 관련한 사항을 설명 드립니다.,data/2020/2020-08/2020-08-12/100_충청_참고_최근_충청_영남_호남_지역_홍수기_다목적댐_운영에_관련한_사항을_설명_드립니다.md,data/2020/2020-08/2020-08-12/100_수자원_참고_최근_충청_영남_호남_지역_홍수기_다목적댐_운영에_관련한_사항을_설명_드립니다.md
전부,환경부,inferred,156405938,(참고)전국 하천 주요지점 홍수특보 전부 해제,data/2020/2020-08/2020-08-12/116_전부_참고_전국_하천_주요지점_홍수특보_전부_해제.md,data/2020/2020-08/2020-08-12/116_환경부_참고_전국_하천_주요지점_홍수특보_전부_해제.md
응원,여성가족부,inferred,156405965,학교 밖 청소년의 희망을 응원합니다!,data/2020/2020-08/2020-08-13/002_응원_학교_밖_청소년의_희망을_응원합니다.md,data/2020/2020-08/2020-08-13/002_여성가족부_학교_밖_청소년의_희망을_응원합니다.md
동부,환경부,inferred,156406038,환경디엔에이(eDNA)로 비무장지대 멸종위기 어류 서식 확인,data/2020/2020-08/2020-08-13/043_동부_환경디엔에이_eDNA_로_비무장지대_멸종위기_어류_서식_확인.md,data/2020/2020-08/2020-08-13/043_환경부_환경디엔에이_eDNA_로_비무장지대_멸종위기_어류_서식_확인.md
날부,방송통신위원회,inferred,156406285,방통위·지상파3사 장애인 방송접근권 강화,data/2020/2020-08/2020-08-14/041_날부_방통위_지상파3사_장애인_방송접근권_강화.md,data/2020/2020-08/2020-08-14/041_방송통신위원회_방통위_지상파3사_장애인_방송접근권_강화.md
